review_id,meta_decision,review,sentence count,word count,avg. sentence length,avg. word length,vocab length,hedge words,non-hedge words,hedge ratio,hedge_score,vader compound sentiment,noun_count,adj_count,verb_count,adverb_count,sections covered (out of 14),aspects covered (out of 9),section distribution,aspect distribution,ABS,INT,RWK,PDI,DAT,MET,EXP,RES,TNF,ANA,FWK,OAL,BIB,EXT,APR,NOV,IMP,CMP,PNF,REC,EMP,SUB,CLA,section score,aspect score,new info score
ICLR2018-HyiAuyb0b-R3,Accept,"The authors present a testing framework for deep RL methods in which difficulty can be controlled along a number of dimensions, including: reward delay, reward sparsity, episode length with terminating rewards, binary vs real rewards and perceptual complexity. The authors then experiment with a variety of TD and MC based deep learners to explore which methods are most robust to increases in difficulty along these dimensions. The key finding is that MC appears to be more robust than TD in a number of ways, and in particular the authors link this to domains with greater perceptual challenges. This is a well motivated and explained paper, in which a research agenda is clearly defined and evaluated carefully with the results reflected on thoughtfully and with intuition. The authors discover some interesting characteristics of MC based Deep-RL which may influence future work in this area, and dig down a little to uncover the principles a little. The testing framework will be made public too, which adds to the value of this paper. I recommend the paper for acceptance and expect it will garner interest from the community. Detailed comments   u2022 [p4, basic health gathering task] The goal is to survive and maintain as much health as possible by collecting health kits... The reward is +1 when the agent collects a health kit and 0 otherwise.  The reward suggests that the goal is to collect as many health kits as possible, for which surviving and maintaining health are secondary. u2022 [p4, Delayed rewards] It might be interesting to have a delay sampled from a distribution with some known mean. Otherwise, the structure of the environment might support learning even when the reward delay would otherwise not. u2022 [p4, Sparse rewards] I am not sure it is fair to say that the general difficulty is kept fixed. Rather, the average achievable reward for an oracle (that knows whether health packs are) is fixed. u2022 [p6] Dosovitskiy & Koltun (2017) have not tested DFP on Atari games.  Probably fairer/safer to say: did not report results on Atari games. ",16,342,20.11764705882353,5.080745341614906,173,6,336,0.0178571428571428,0.0459770114942528,0.996,96,44,69,20,8,4,"{'ABS': 0, 'INT': 1, 'RWK': 2, 'PDI': 1, 'DAT': 0, 'MET': 8, 'EXP': 2, 'RES': 4, 'TNF': 0, 'ANA': 0, 'FWK': 1, 'OAL': 2, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 0, 'IMP': 1, 'CMP': 2, 'PNF': 0, 'REC': 1, 'EMP': 9, 'SUB': 0, 'CLA': 0}",0,1,2,1,0,8,2,4,0,0,1,2,0,0,0,0,1,2,0,1,9,0,0,0.5735591244053356,0.4495372664803782,0.31589860133288084
ICLR2018-HyiS6k-CW-R1,Reject,"OVERVIEW: The authors present results from several state-of-the-art generative models trained on a facial dataset for learning a general facial identity space. STRENGTHS: The paper in general is well written and easy to ready. I appreciate the idea of the Turing test and qualitative results presented are quite impressive. Also, the use of  diverse state-of-the-art generative models is also a strong point. WEAKNESSES: While the strengths mentioned above are obvious I had the impression through the whole paper that a whole part is missing. My list of concerns are the following:       The authors state as their first contribution the presentation of a novel dataset. This is nice but I see the data is actually already available as the photographic work of an artist. So what's the authors' contribution? As I understand from the paper it is just compiling this already available data. The major problem of this paper in my opinion is the total lack of technical details. In this sense the results cannot by any means by reproduced. While the authors use a set of very novel generative models there is absolutely no detail on how do they train them. We are just shown some very impressive qualitative results which are indeed admirable but without further details I cannot judge them as true or not. I strongly recommend to the authors, to provide technical details of topologies used, hyper parameters and any other important detail that would help a third party research to reproduce these results. Also it is really hard to understand how could they obtain such impressive result by doing an unsupervised training on a dataset containing 3353 samples taking into account the high capacity of the models they are using. In section 2.1 the authors mention that facial landmarks have been detected using a 'pre-trained ensemble-of-regresion-trees detector (Gerbrands, 1981)'. I know very well the facial alignment literature and I do not understand this reference. This I do not think is a reference to a facial alignment method bu t rather a set of general purpose linear algebra methods. Taking into account this major weaknesses I cannot accept this paper and I do not think it is worth discussing results and applications in Sections 3,4,5 before authors detail, explain and clarify how exactly they have obtained these results. ",19,381,20.05263157894737,5.286118980169972,186,2,379,0.0052770448548812,0.0154241645244215,0.9752,93,58,70,27,7,7,"{'ABS': 0, 'INT': 0, 'RWK': 2, 'PDI': 1, 'DAT': 7, 'MET': 6, 'EXP': 6, 'RES': 5, 'TNF': 0, 'ANA': 0, 'FWK': 0, 'OAL': 3, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 6, 'IMP': 0, 'CMP': 3, 'PNF': 1, 'REC': 1, 'EMP': 3, 'SUB': 5, 'CLA': 1}",0,0,2,1,7,6,6,5,0,0,0,3,0,0,0,6,0,3,1,1,3,5,1,0.5022926170561506,0.7799082617177202,0.396893089942496
ICLR2018-HyiS6k-CW-R2,Reject,"This paper proposes a new space for reasoning about human identity. It proposes a new dataset based on an artist's work, and compares existing methods in terms of the realism of the synthetic faces they can create. Pros: + The results are very pleasing visually. + The authors show that one of the existing methods can fairly successfully fool humans to believe its synthetic results are actual human faces. Cons: - There is no new methodology proposed. - If the main contribution is the dataset, perhaps the claim that it is uniquely diverse could be justified with some quantitative arguments / statistics, comparing to other datasets. - Since there are existing methods to generate images from a textual description (e.g. Zhang ICCV 2017, StackGAN), Fig. 10 merits a comparison to those. - It would have been convincing to see an experiment showing actual use of the proposed method for navigating the face space, e.g. for finding criminals based on a description. Questions: - Inventing plausible fine details while preserving identity -- since identity is created and there is no ground truth, where does the line between fine detail and  ew identity lie? - Some notation is not defined in the equation on the last page.",10,195,16.25,5.148936170212766,123,2,193,0.0103626943005181,0.0097087378640776,0.7211,53,22,44,7,7,5,"{'ABS': 0, 'INT': 1, 'RWK': 3, 'PDI': 0, 'DAT': 2, 'MET': 4, 'EXP': 2, 'RES': 1, 'TNF': 1, 'ANA': 0, 'FWK': 0, 'OAL': 0, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 1, 'IMP': 0, 'CMP': 2, 'PNF': 1, 'REC': 0, 'EMP': 2, 'SUB': 2, 'CLA': 0}",0,1,3,0,2,4,2,1,1,0,0,0,0,0,0,1,0,2,1,0,2,2,0,0.5010338386777241,0.55640135205591,0.31841840446470115
ICLR2018-HyiS6k-CW-R3,Reject,"This paper investigates identity space learning with well-controlled variations using an artistic portraits dataset. Especially, the authors propose a visual Turing test to evaluate the synthesize quality of three generative models: WGAN-GP, DFC-VAE, and Pixel VAE. The submission has following PROS:  + The proposed visual Turing test provides a novel solution to evaluate the generation quality. The test not only distinguishes real from synthesized faces but also evaluates the observer ability by determining whether the observer is a human. This is a merit compared with existing protocols used in generation evaluation. + The generated face images are very impressive, especially the improved 512x512-pixel outputs. + The paper presents a promising application in police composite sketching, which can significantly improve human-in-the-loop search in face modeling. However, the submission also suffers from multiple CONS:  - The novelty of this paper is limited. The only novelty I can pinpoint is the proposed visual Turing test. The dataset, as well as all investigated models/approaches, are existing work. The visual Turing test is interesting but not concrete enough to support an ICLR publication. - A very small dataset (3,300 subjects and 3,353 images) is used in the whole investigation. It is doubtful that the conclusion or results obtained in this small dataset could be scaled up to real-world applications or datasets (millions of subjects and images). It would be favorable to empirically prove this by designing additional experiments. - Missing details. (a)In section 4, how to use formal method (Ledig et al., 2016) to enlarge the portrait from 64x64 to 512x512 is unclear. (b) Lacking details of the model setups and training strategies. The generation models are usually highly sensitive to details settings. The readers can hardly reproduce the results or evaluate possible performance by reading the paper. (c) If the paper length is limited, a supplementary material about those details would be preferred. - Typos. (a) Page 7, Figure 8 shows the seeds and example images for 10 rounds... ----> Figure 8 should be Figure 10 (b) Page 4, yet is is unclear how many pixels are required... ----> yet is is",22,339,14.125,5.536507936507936,183,1,338,0.0029585798816568,0.0228571428571428,0.9718,98,45,68,20,11,9,"{'ABS': 0, 'INT': 2, 'RWK': 2, 'PDI': 2, 'DAT': 3, 'MET': 7, 'EXP': 2, 'RES': 5, 'TNF': 2, 'ANA': 3, 'FWK': 1, 'OAL': 1, 'BIB': 0, 'EXT': 0}","{'APR': 1, 'NOV': 4, 'IMP': 1, 'CMP': 1, 'PNF': 2, 'REC': 1, 'EMP': 4, 'SUB': 7, 'CLA': 2}",0,2,2,2,3,7,2,5,2,3,1,1,0,0,1,4,1,1,2,1,4,7,2,0.7878346666548215,1.0,0.7721779813162072
ICLR2018-Hyig0zb0Z-R1,Reject,"This paper applies gated convolutional neural networks [1] to speech recognition, using the training criterion ASG [2]. It is fair to say that this paper contains almost no novelty. This paper starts by bashing the complexity of conventional HMM systems, and states the benefits of their approach. However, all of the other grapheme-based end-to-end systems enjoy the same benefit as CTC and ASG. Prior work along this line includes [3, 4, 5, 6, 7]. Using MFSC, or more commonly known as log mel filter bank outputs, has been pretty common since [8]. Having a separate subsection (2.1) discussing this seems unnecessary. Arguments in section 2.3 are weak because, again, all other grapheme-based end-to-end systems have the same benefit as CTC and ASG. It is unclear why discriminative training, such as MMI, sMBR, and lattice-free MMI, is mentioned in section 2.3. Discriminative training is not invented to overcome the lack of manual segmentations, and is equally applicable to the case where we have manual segmentations. The authors argue that ASG is better than CTC in section 2.3.1 because it does not use the blank symbol and can be faster during decoding. However, once the transition scores are introduced in ASG, the search space becomes quadratic in the number of characters, while CTC is still linear in the number characters. In addition, ASG requires additional forward-backward computation for computing the partition function (second term in eq 3). There is no reason to believe that ASG can be faster than CTC in both training and decoding. The connection between ASG, CTC, and marginal log loss has been addressed in [9], and it does make sense to train ASG with the partition function.  Otherwise, the objective won't be a proper probability distribution. The citation style in section 2.4 seems off. Also see [4] for a great description of how beam search is done in CTC. Details about training, such as the optimizer, step size, and batch size, are missing. Does no batching (in section 3.2) means a batch size of one utterance? In the last paragraph of section 3.2, why is there a huge difference in real-time factors between the clean and other set? Something is wrong unless the authors are using different beam widths in the two settings. The paper can be significantly improved if the authors compare the performance and decoding speed against CTC with the same gated convnet. It would be even better to compare CTC and ASG to seq2seq-based models with the same gated convnet. Similar experiments should be conducted on switchboard and wsj because librespeech is several times larger than switchboard and wsj. None of the comparison in table 4 is really meaningful, because none of the other systems have parameters as many as 19 layers of convolution. Why does CTC fail when trained without the blanks? Is there a way to fix it besides using ASG? It is also unclear why speaker-adaptive training is not needed. At which layer do the features become speaker invariant? Can the system improve further if speaker-adaptive features are used instead of log mels?  This paper would be much stronger if the authors can include these experiments and analyses. [1] R Collobert, C Puhrsch, G Synnaeve, Wav2letter: an end-to-end convnet-based speech recognition system, 2016  [2] Y Dauphin, A Fan, M Auli, D Grangier, Language modeling with gated convolutional nets, 2017  [3] A Graves and N Jaitly, Towards End-to-End Speech Recognition with Recurrent Neural Networks, 2014 [4] A Maas, Z Xie, D Jurafsky, A Ng, Lexicon-Free Conversational Speech Recognition with Neural Networks, 2015 [5] Y Miao, M Gowayyed, F Metze, EESEN: End-to-end speech recognition using deep RNN models and WFST-based decoding, 2015  [6] D Bahdanau, J Chorowski, D Serdyuk, P Brakel, Y Bengio, End-to-end attention-based large vocabulary speech recognition, 2016 [7] W Chan, N Jaitly, Q Le, O Vinyals, Listen, attend and spell, 2015 [8] A Graves, A Mohamed, G Hinton, Speech recognition with deep recurrent neural networks, 2013 [9] H Tang, L Lu, L Kong, K Gimpel, K Livescu, C Dyer, N Smith, S Renals, End-to-End Neural Segmental Models for Speech Recognition, 2017",38,680,25.185185185185187,5.293333333333333,309,2,678,0.0029498525073746,0.0145985401459854,0.9761,253,97,97,27,10,5,"{'ABS': 0, 'INT': 1, 'RWK': 1, 'PDI': 1, 'DAT': 0, 'MET': 17, 'EXP': 8, 'RES': 2, 'TNF': 1, 'ANA': 3, 'FWK': 0, 'OAL': 2, 'BIB': 6, 'EXT': 0}","{'APR': 0, 'NOV': 1, 'IMP': 0, 'CMP': 3, 'PNF': 1, 'REC': 0, 'EMP': 13, 'SUB': 4, 'CLA': 0}",0,1,1,1,0,17,8,2,1,3,0,2,6,0,0,1,0,3,1,0,13,4,0,0.7191046831344086,0.5635733994130157,0.4580515818266547
ICLR2018-Hyig0zb0Z-R2,Reject,"The paper describes some interesting work but for a combination of reasons I think it's more like a workshop-track paper. There is not much that's technically new in the paper-- at least not much that's really understandable. There is some text about a variant of CTC, but it does not explain very clearly what was done or what the motivation was. There are also quite a few misspellings.  Since the system is presented without any comparisons to alternatives for any of the individual components, it doesn't really shed any light on the significance of the various modeling decisions that were made. That limits the value. If rejected from here, it could perhaps be submitted as an ICASSP or Interspeech paper.",8,120,17.142857142857142,4.947826086956522,82,2,118,0.0169491525423728,0.0413223140495867,0.6934,22,12,24,13,4,6,"{'ABS': 0, 'INT': 0, 'RWK': 1, 'PDI': 0, 'DAT': 0, 'MET': 2, 'EXP': 1, 'RES': 0, 'TNF': 0, 'ANA': 0, 'FWK': 0, 'OAL': 6, 'BIB': 0, 'EXT': 0}","{'APR': 2, 'NOV': 1, 'IMP': 2, 'CMP': 1, 'PNF': 0, 'REC': 0, 'EMP': 1, 'SUB': 0, 'CLA': 1}",0,0,1,0,0,2,1,0,0,0,0,6,0,0,2,1,2,1,0,0,1,0,1,0.2861915718683231,0.6667243692260827,0.19677549773081726
ICLR2018-Hyig0zb0Z-R3,Reject,"The paper is interesting, but needs more work, and should provide clear and fair comparisons. Per se, the model is incrementally new, but it is not clear what the strengths are, and the presentations needs to be done more carefully. In detail: - please fix several typos throughout the manuscript, and have a native speaker (and preferably an ASR expert) proofread the paper Introduction - please define HMM/GMM model (and other abbreviations that will be introduced later), it cannot be assumed that the reader is familiar with all of them (ASG is used before it is defined, ...) - The standard units that most ASR systems use can be called senones, and they are context dependent sub-phonetic units (see http://ssli.ee.washington.edu/~mhwang/), not phonetic states. Also the units that generate the alignment and the units that are trained on an alignment can be different (I can use a system with 10000 states to write alignments for a system with 3000 states) - this needs to be corrected. - When introducing CNNs, please also cite Waibel and TDNNs - they are *the same* as 1-d CNNs, and predate them. They have been extended to 2-d later on (Spatio-temporal TDNNs) - The most influential deep learning paper here might be Seide, Li, Yu Interspeech 2011 on CD-DNN-HMMs, rather than overview articles - Many papers get rid of the HMM pipeline, I would add https://arxiv.org/abs/1408.2873, which predates Deep Speech - What is a sequence-level variant of CTC? CTC is a sequence training criterion - The reason that Deep Speech 2 is better on noisy test sets is not only the fact they trained on more data, but they also trained on  oisy (matched) data - how is this an end-to-end approach if you are using an n-gram language model for decoding? Architecture - MFSC are log Filterbanks ... - 1D CNNs would be TDNNs - Figure 2: can you plot the various transition types (normalized, un-normalized, ...) in the plots? not sure if it would help, but it might - Maybe provide a reference for HMM/GMM and EM (forward backward training) - MMI was also widely used in HMM/GMM systems, not just NN systems - the blank states do *not* model garbage frames, if one wants to interpret them, they might be said to model  on-stationary frames between CTC peaks, but these are different from silence, garbage, noise, ... - what is the relationship of the presented ASG criterion to MMI? the form of equation (3) looks like an MMI criterion to me? Experiments - Many of the previous comments still hold, please proofread - you say there is no complexity incrase when using logadd - how do you measure this? number of operations? is there an implementation of logadd that is (absolutely) as fast as add? - There is discussion as to what i-vectors model (speaker or environment information) - I would leave out this discussion entirely here, it is enough to mention that other systems use adaptation, and maybe re-run an unadapted baselien for comparsion - There are techniques for incremental adaptation and a constrained MLLR (feature adaptation) approaches that are very eficient, if one wnats to get into this - it may also be interesting to discuss the role of the language model to see which factors influence system performance - some of the other papers might use data augmentation, which would increase noise robustness (did not check, but this might explain some of the results in table 4) - I am confused by the references in the caption of Table 3 - surely the Waibel reference is meant to be for TDNNs (and should appear earlier in the paper), while p-norm came later (Povey used it first for ASR, I think) and is related to Maxout - can you also compare the training times? Conculsion - can you show how your approach is not so computationally expensive as RNN based approaches? either in terms of FLOPS or measured times ",34,624,78.0,4.877685950413223,295,9,615,0.0146341463414634,0.0332829046898638,0.9877,161,62,123,49,9,6,"{'ABS': 0, 'INT': 1, 'RWK': 2, 'PDI': 0, 'DAT': 0, 'MET': 21, 'EXP': 3, 'RES': 1, 'TNF': 2, 'ANA': 0, 'FWK': 0, 'OAL': 4, 'BIB': 1, 'EXT': 1}","{'APR': 0, 'NOV': 1, 'IMP': 0, 'CMP': 4, 'PNF': 2, 'REC': 0, 'EMP': 14, 'SUB': 1, 'CLA': 1}",0,1,2,0,0,21,3,1,2,0,0,4,1,1,0,1,0,4,2,0,14,1,1,0.6482734190034958,0.6751651699149986,0.4531371393279875
ICLR2018-HylgYB3pZ-R1,Reject,"This paper studies the impact of angle bias on learning deep neural networks, where angle bias is defined to be the expected value of the inner product of a random vectors (e.g., an activation vector) and a given vector (e.g., a weight vector). The angle bias is non-zero as long as the random vector is non-zero in expectation and the given vector is non-zero. This suggests that the some of the units in a deep neural network have large values (either positive or negative) regardless of the input, which in turn suggests vanishing gradient. The proposed solution to angle bias is to place a linear constraint such that the sum of the weight becomes zero. Although this does not rule out angle bias in general, it does so for the very special case where the expected value of the random vector is a vector consisting of a common value. Nevertheless, numerical experiments suggest that the proposed approach can effectively reduce angle bias and improves the accuracy for training data in the CIFAR-10 task. Test accuracy is not improved, however. Overall, this paper introduces an interesting phenomenon that is worth studying to gain insights into how to train deep neural networks, but the results are rather preliminary both on theory and experiments. On the theoretical side, the linearly constrained weights are only shown to work for a very special case. There can be many other approaches to mitigate the impact of angle bias. For example, how about scaling each variable in a way that the mean becomes zero, instead of scaling it into [-1,+1] as is done in the experiments? When the mean of input is zero, there is no angle bias in the first layer. Also, what about if we include the bias term so that b + w a is the preactivation value? On the experimental side, it has been shown that linearly constrained weights can mitigate the impact of angle bias on vanishing gradient and can reduce the training error, but the test error is unfortunately increased for the particular task with the particular dataset in the experiments. It would be desirable to identify specific tasks and datasets for which the proposed approach outperforms baselines. It is intuitively expected that the proposed approach has some merit in some domains, but it is unclear exactly when and where it is. Minor comments:  In Section 2.2, is Layer 1 the input layer or the next?",17,404,26.933333333333334,4.82051282051282,172,2,402,0.0049751243781094,0.0147783251231527,0.7574,112,43,69,20,7,2,"{'ABS': 0, 'INT': 1, 'RWK': 1, 'PDI': 1, 'DAT': 3, 'MET': 11, 'EXP': 8, 'RES': 4, 'TNF': 0, 'ANA': 0, 'FWK': 0, 'OAL': 0, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 0, 'IMP': 0, 'CMP': 1, 'PNF': 0, 'REC': 0, 'EMP': 9, 'SUB': 0, 'CLA': 0}",0,1,1,1,3,11,8,4,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0.5033445788377227,0.227197881700966,0.2289937108249944
ICLR2018-HylgYB3pZ-R2,Reject,"The authors introduce the concept of angle bias (angle between a weight vector w and input vector x)  by which the resultant pre-activation (wx) is biased if ||x|| is non-zero or ||w|| is non-zero (theorm 2 from the article). The angle bias results in almost constant activation independent of input sample resulting in no weight updates for error reduction. Authors chose to add an additional optimization constraint LCW (|w| 0) to achieve zero-mean pre-activation while, as mentioned in the article, other methods like batch normalization BN tend to push for |x| 0 and unit std to do the same. Clearly, because of lack of scaling factor incase of LCW, like that in BN, it doesnot perform well when used with ReLU. When using with sigmoid the activation being bouded (0,1) seems to compensate for the lack of scaling in input. While BN explicitly makes the activation zero-mean LCW seems to achieve it through constraint on the weight features. Though it is shown to be computationally less expensive LCW seems to work in only specific cases unlike BN.",7,177,25.285714285714285,4.957831325301205,100,3,174,0.0172413793103448,0.0224719101123595,0.0,54,16,32,8,5,2,"{'ABS': 0, 'INT': 1, 'RWK': 0, 'PDI': 1, 'DAT': 0, 'MET': 7, 'EXP': 1, 'RES': 2, 'TNF': 0, 'ANA': 0, 'FWK': 0, 'OAL': 0, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 0, 'IMP': 0, 'CMP': 1, 'PNF': 0, 'REC': 0, 'EMP': 5, 'SUB': 0, 'CLA': 0}",0,1,0,1,0,7,1,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0.3586997117182746,0.2247100519615941,0.16153530453469975
ICLR2018-HylgYB3pZ-R3,Reject,"Pros: The paper is easy to read. Logic flows naturally within the paper.   Cons:  1. Experimental results are neither enough nor convincing. Only one set of data is used throughout the paper: the Cifar10 dataset, and the architecture used is only a 100 layered MLP. Even though LCW performs better than others in this circumstance, it does not prove its effectiveness in general or its elimination of the gradient vanishing problem. For the 100 layer MLP, it's very hard to train a simple MLP and the training/testing accuracy is very low for all the methods. More experiments with different number of layers and different architecture like ResNet should be tried to show better results. In Figure (7), LCW seems to avoid gradient vanishing but introduces gradient exploding problem. The proposed concept is only analyzed in MLP with Sigmoid activation function. In the experimental parts, the authors claim they use both ReLU and Sigmoid function, but no comparisons are reflected in the figures. 2. The whole standpoint of the paper is quite vague and not very convincing. In section 2, the authors introduce angle bias and suggest its effect in MLPs that with random weights, showing that different samples may result in similar output in the second and deeper layers. However, the connection between angle bias and the issue of gradient vanishing lacks a clear analytical connection. The whole analysis of the connection is built solely on this one sentence At the same time, the output does not change if we adjust the weight vectors in Layer 1, which is nowhere verified. Further, the phenomenon is only tested on random initialization. When the network is trained for several iterations and becomes more settled, it is not clear how angle affect affects gradient vanishing problem. Minors: 1. Theorem 1,2,3 are direct conclusions from the definitions and are mis-stated as Theorems. 2. 'patters' -> 'patterns'   3. In section 2.3, reasons 1 and 2 state the similar thing that output of MLP has relatively small change with different input data when angle bias occurs. Only reason 1 mentions the gradient vanishing problem, even though the title of this section is Relation to Vanishing Gradient Problem.  ",20,360,14.4,5.149122807017544,183,2,358,0.0055865921787709,0.0190217391304347,-0.965,104,42,58,24,8,4,"{'ABS': 0, 'INT': 1, 'RWK': 0, 'PDI': 0, 'DAT': 1, 'MET': 7, 'EXP': 4, 'RES': 3, 'TNF': 3, 'ANA': 3, 'FWK': 0, 'OAL': 3, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 0, 'IMP': 0, 'CMP': 0, 'PNF': 4, 'REC': 0, 'EMP': 10, 'SUB': 2, 'CLA': 2}",0,1,0,0,1,7,4,3,3,3,0,3,0,0,0,0,0,0,4,0,10,2,2,0.5734865875705714,0.4504145797086167,0.32477329656563664
ICLR2018-HymYLebCb-R1,Reject,"The paper proposes to use 2-d image representation techniques as a means of learning representations of graphs via their adjacency matrices. The adjacency matrix (or a subgraph of it) is first re-ordered to produce some canonical ordering which can then be fed into an image representation method. This can then be fed into a classifier. This is a little too unprincipled for my taste. In particular the paper uses a Caffe reference model on top of the adjacency matrix, rather than learning a method specifically for graphs. Perhaps this is due to a lack of available graph training data, but it doesn't seem to make a lot of sense. Maybe I missed or overlooked some detail, but I didn't spot exactly what the classification task was. I think the goal is to identify which of the graphs a subgraph belongs to? I'm not sure how relevant this graph classification task is. The method does prove that the Caffe reference model maintains some information that can be used for classification, but this doesn't really suggest a generalizable method that we could confidently use for a variety of tasks. It's surprising that it works at all, but ultimately doesn't reveal a big scientific finding that could be re-used.",11,206,20.6,5.073684210526316,114,3,203,0.0147783251231527,0.0436893203883495,0.2862,49,22,40,17,5,3,"{'ABS': 0, 'INT': 1, 'RWK': 0, 'PDI': 1, 'DAT': 0, 'MET': 7, 'EXP': 0, 'RES': 0, 'TNF': 0, 'ANA': 0, 'FWK': 1, 'OAL': 3, 'BIB': 0, 'EXT': 0}","{'APR': 2, 'NOV': 0, 'IMP': 1, 'CMP': 0, 'PNF': 0, 'REC': 0, 'EMP': 5, 'SUB': 0, 'CLA': 0}",0,1,0,1,0,7,0,0,0,0,1,3,0,0,2,0,1,0,0,0,5,0,0,0.3587348474416663,0.3358308289836734,0.1767480085520117
ICLR2018-HymYLebCb-R2,Reject,"The paper proposed a subgraph image representation and validate it in image classification and transfer learning problems. The image presentation is a minor extension based on a method of producing permutation-invariant adjacency matrix. The experimental results supports the claim. It is very positive that the figures are very helpful for delivering the information. The work seems to be a little bit incremental. The proposed image representation is mainly based on a previous work of permutation-invariant adjacency matrix. A novelty of this work seems to be transforming a graph into an image. By the proposed representation, the authors are able to apply image classification methods (supervised or unsupervised) to subgraph classification. It will be better if the authors could provide more details in the methodology or framework section. The experiments on 9 networks support the claims that the image embedding approaches with their image representation of the subgraph outperform the graph kernel and classical features based methods. It seem to be promising when using transfer learning. The last two process figures in 1.1 can be improved. No caption or figure number is provided. It will be better to make the notations easy to understand and avoid any notation in a sentence without explanation nearby. For example: the test example is correctly classified if and only if its ground truth matches C.(P5) We carry out this exercise 4 times and set n to 8, 16, 32 and 64 respectively. (P6)  Some minor issues: Zhu et al.(2011) discuss heterogeneous transfer learning where in they use...(P3) Each label vector (a tuple of label, label-probability pairs). (incomplete sentence?P5)",17,263,15.470588235294118,5.518367346938776,144,2,261,0.0076628352490421,0.0151515151515151,0.9785,87,19,49,9,7,4,"{'ABS': 0, 'INT': 1, 'RWK': 1, 'PDI': 1, 'DAT': 0, 'MET': 6, 'EXP': 2, 'RES': 0, 'TNF': 4, 'ANA': 0, 'FWK': 0, 'OAL': 5, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 1, 'IMP': 0, 'CMP': 0, 'PNF': 6, 'REC': 0, 'EMP': 4, 'SUB': 2, 'CLA': 0}",0,1,1,1,0,6,2,0,4,0,0,5,0,0,0,1,0,0,6,0,4,2,0,0.5015887254749541,0.4467248378763115,0.2841078258716821
ICLR2018-HymYLebCb-R3,Reject,"This paper views graph classification as image classification, and shows that the CNN model adapted from image net can be effectively adapted to the graph classification. The idea is interesting and the result looks promising, but I do not understand the intuition behind the success of analogizing graph with images. Fundamentally, a convolutional filter stands for a operation within a small neighborhood on the image. However, it is unclear how it means for the graph representation. Is the neighborhood predefined? Are the graph nodes pre-ordered?  I am also curious with the effect of pre-trained model from ImageNet. Since the graph presentation does not use color channels,  pre-trained model is used different from what it was designed to. I would imagine the benefit of using ImageNet is just to bring a random, high-dimensional embedding. In addition, I wonder whether it will help to fine-tune the model on the graph classification data. Could this submission show some fine-tune experiments?",12,157,17.444444444444443,5.456375838926174,96,0,157,0.0,0.0377358490566037,0.9598,45,15,31,8,6,2,"{'ABS': 0, 'INT': 0, 'RWK': 0, 'PDI': 2, 'DAT': 2, 'MET': 8, 'EXP': 1, 'RES': 1, 'TNF': 1, 'ANA': 0, 'FWK': 0, 'OAL': 0, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 0, 'IMP': 0, 'CMP': 0, 'PNF': 1, 'REC': 0, 'EMP': 9, 'SUB': 0, 'CLA': 0}",0,0,0,2,2,8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0.4304181639696704,0.227197881700966,0.1913720124979238
ICLR2018-HymuJz-A--R1,Reject,"Quality  This paper demonstrates that convolutional and relational neural networks fail to solve visual relation problems by training networks on artificially generated visual relation data. This points at important limitations of current neural network architectures where architectures depend mainly on rote memorization. Clarity  The rationale in the paper is straightforward. I do think that breakdown of networks by testing on increasing image variability is expected given that there is no reason that networks should generalize well to parts of input space that were never encountered before. Originality  While others have pointed out limitations before, this paper considers relational networks for the first time. Significance   This work demonstrates failures of relational networks on relational tasks, which is an important message. At the same time, no new architectures are presented to address these limitations. Pros  Important message about network limitations. Cons  Straightforward testing of network performance on specific visual relation tasks. No new theory development. Conclusions drawn by testing on out of sample data may not be completely valid.",11,167,15.181818181818182,5.9397590361445785,101,2,165,0.0121212121212121,0.0402298850574712,-0.5719,57,21,31,7,7,4,"{'ABS': 0, 'INT': 1, 'RWK': 0, 'PDI': 2, 'DAT': 0, 'MET': 4, 'EXP': 1, 'RES': 1, 'TNF': 0, 'ANA': 1, 'FWK': 0, 'OAL': 2, 'BIB': 0, 'EXT': 0}","{'APR': 0, 'NOV': 2, 'IMP': 0, 'CMP': 0, 'PNF': 0, 'REC': 0, 'EMP': 4, 'SUB': 2, 'CLA': 1}",0,1,0,2,0,4,1,1,0,1,0,2,0,0,0,2,0,0,0,0,4,2,1,0.5008552950112602,0.446462100841813,0.2765936448023215
